run,step,epoch_accuracy,epoch_loss
"adam,run_3/validation",4,0.9909999966621399,0.029269009828567505
"adam,run_3/validation",5,0.991100013256073,0.02886778861284256
"adam,run_3/validation",6,0.993399977684021,0.02061285451054573
"adam,run_3/validation",7,0.9925000071525574,0.02424956113100052
"adam,run_3/validation",8,0.991100013256073,0.03231240063905716
"adam,run_3/validation",9,0.9930999875068665,0.02176697924733162
"adam,run_3/validation",10,0.9944000244140625,0.019088247790932655
"adam,run_3/validation",11,0.9927999973297119,0.0248935017734766
"adam,run_3/validation",12,0.9926000237464905,0.02578972838819027
"adam,run_3/validation",13,0.9940000176429749,0.022745955735445023
"adam,run_3/validation",14,0.9929999709129333,0.027639977633953094
"adam,run_3/validation",15,0.9939000010490417,0.02480100467801094
"adam,run_3/validation",16,0.9936000108718872,0.024620991200208664
"adam,run_3/validation",17,0.993399977684021,0.023120015859603882
"adam,run_3/validation",18,0.9941999912261963,0.022461744025349617
"adam,run_3/validation",19,0.9911999702453613,0.037796299904584885
"adam,run_4/train",0,0.9689000248908997,0.10694964975118637
"adam,run_4/train",1,0.9870499968528748,0.04065721854567528
"adam,run_4/train",2,0.989983320236206,0.03170201927423477
"adam,run_4/train",3,0.9916166663169861,0.027765680104494095
"adam,run_4/train",4,0.9922000169754028,0.023930061608552933
"adam,run_4/train",5,0.9922500252723694,0.02347704954445362
"adam,run_4/train",6,0.9935333132743835,0.0194344874471426
"adam,run_4/train",7,0.9941666722297668,0.017620883882045746
"adam,run_4/train",8,0.9948166608810425,0.01514053251594305
"adam,run_4/train",9,0.9954500198364258,0.01399290096014738
"adam,run_4/train",10,0.9955333471298218,0.013630135916173458
"adam,run_4/train",11,0.996066689491272,0.011888029053807259
"adam,run_4/train",12,0.9961333274841309,0.010853185318410397
"adam,run_4/train",13,0.995983362197876,0.011688269674777985
"adam,run_4/train",14,0.9958166480064392,0.011524557135999203
"adam,run_4/train",15,0.9967833161354065,0.009653045795857906
"adam,run_4/train",16,0.9972500205039978,0.008678450249135494
"adam,run_4/train",17,0.996999979019165,0.008724397048354149
"adam,run_4/train",18,0.9971666932106018,0.008641631342470646
"adam,run_4/train",19,0.9974333047866821,0.008060193620622158
"adam,run_4/validation",0,0.9876000285148621,0.0364404134452343
"adam,run_4/validation",1,0.9900000095367432,0.03055664338171482
"adam,run_4/validation",2,0.9894999861717224,0.030915750190615654
"adam,run_4/validation",3,0.991100013256073,0.024684468284249306
"adam,run_4/validation",4,0.9911999702453613,0.029446255415678024
"adam,run_4/validation",5,0.9922999739646912,0.023166773840785027
"adam,run_4/validation",6,0.9926999807357788,0.02428293414413929
"adam,run_4/validation",7,0.991599977016449,0.026904556900262833
"adam,run_4/validation",8,0.9926999807357788,0.023567520081996918
"adam,run_4/validation",9,0.9937000274658203,0.02413812279701233
"adam,run_4/validation",10,0.9901999831199646,0.03363163769245148
"adam,run_4/validation",11,0.9922000169754028,0.02424604818224907
"adam,run_4/validation",12,0.9934999942779541,0.023884017020463943
"adam,run_4/validation",13,0.9930999875068665,0.02375595085322857
"adam,run_4/validation",14,0.9939000010490417,0.02321293018758297
"adam,run_4/validation",15,0.9926000237464905,0.030551809817552567
"adam,run_4/validation",16,0.9933000206947327,0.024114789441227913
"adam,run_4/validation",17,0.9919999837875366,0.029706420376896858
"adam,run_4/validation",18,0.9937999844551086,0.025137966498732567
"adam,run_4/validation",19,0.9941999912261963,0.022252274677157402
"adam,run_5/train",0,0.9674333333969116,0.11038767546415329
"adam,run_5/train",1,0.9871000051498413,0.0410468652844429
"adam,run_5/train",2,0.990066647529602,0.03180539235472679
"adam,run_5/train",3,0.9913333058357239,0.027067726477980614
"adam,run_5/train",4,0.9924333095550537,0.023964770138263702
"adam,run_5/train",5,0.9932166934013367,0.021227987483143806
"adam,run_5/train",6,0.9928666949272156,0.021752968430519104
"adam,run_5/train",7,0.9942499995231628,0.017941158264875412
"adam,run_5/train",8,0.9950166940689087,0.014736561104655266
"adam,run_5/train",9,0.9951666593551636,0.014295854605734348
"adam,run_5/train",10,0.9956166744232178,0.01409313827753067
"adam,run_5/train",11,0.9963833093643188,0.01068235095590353
"adam,run_5/train",12,0.9960833191871643,0.011968249455094337
"adam,run_5/train",13,0.9961333274841309,0.01146258506923914
"adam,run_5/train",14,0.9963833093643188,0.010515686124563217
"adam,run_5/train",15,0.9965999722480774,0.009868579916656017
"adam,run_5/train",16,0.9969499707221985,0.00916200689971447
"adam,run_5/train",17,0.9972666501998901,0.00808762013912201
"adam,run_5/train",18,0.9966999888420105,0.009632893837988377
"adam,run_5/train",19,0.9973999857902527,0.006794746965169907
"adam,run_5/validation",0,0.9883000254631042,0.037882547825574875
"adam,run_5/validation",1,0.9905999898910522,0.03019813820719719
"adam,run_5/validation",2,0.9905999898910522,0.029608730226755142
"adam,run_5/validation",3,0.9940000176429749,0.01939329132437706
"adam,run_5/validation",4,0.9919000267982483,0.022222068160772324
"adam,run_5/validation",5,0.9922000169754028,0.026472201570868492
"adam,run_5/validation",6,0.993399977684021,0.021262045949697495
"adam,run_5/validation",7,0.9926999807357788,0.023337116464972496
"adam,run_5/validation",8,0.9922999739646912,0.028120921924710274
"adam,run_5/validation",9,0.9923999905586243,0.028631264343857765
"adam,run_5/validation",10,0.9947999715805054,0.020542172715067863
"adam,run_5/validation",11,0.9914000034332275,0.032957591116428375
"adam,run_5/validation",12,0.9921000003814697,0.02892838977277279
"adam,run_5/validation",13,0.9937999844551086,0.019227510318160057
"adam,run_5/validation",14,0.9932000041007996,0.023431837558746338
"adam,run_5/validation",15,0.9937000274658203,0.026103802025318146
"adam,run_5/validation",16,0.9912999868392944,0.03271723538637161
"adam,run_5/validation",17,0.9932000041007996,0.030919020995497704
"adam,run_5/validation",18,0.9933000206947327,0.02956216037273407
"adam,run_5/validation",19,0.9934999942779541,0.026710735633969307
"rmsprop,run_1/train",0,0.9682333469390869,0.10441216081380844
"rmsprop,run_1/train",1,0.9863166809082031,0.04408794268965721
"rmsprop,run_1/train",2,0.9897333383560181,0.0332864448428154
"rmsprop,run_1/train",3,0.9914166927337646,0.028460245579481125
"rmsprop,run_1/train",4,0.9924666881561279,0.026064591482281685
"rmsprop,run_1/train",5,0.993316650390625,0.02196473255753517
"rmsprop,run_1/train",6,0.9938333630561829,0.020979154855012894
"rmsprop,run_1/train",7,0.9942666888237,0.019632695242762566
"rmsprop,run_1/train",8,0.9946333169937134,0.01780887134373188
"rmsprop,run_1/train",9,0.9952333569526672,0.01627056859433651
"rmsprop,run_1/train",10,0.9958000183105469,0.01504671759903431
"rmsprop,run_1/train",11,0.9958666563034058,0.01445078570395708
"rmsprop,run_1/train",12,0.9961833357810974,0.013413753360509872
"rmsprop,run_1/train",13,0.9965000152587891,0.012585621327161789
"rmsprop,run_1/train",14,0.9968666434288025,0.011378760449588299
"rmsprop,run_1/train",15,0.9965999722480774,0.010658652521669865
"rmsprop,run_1/train",16,0.9972333312034607,0.009090873412787914
"rmsprop,run_1/train",17,0.9973333477973938,0.009592009708285332
"rmsprop,run_1/train",18,0.9974666833877563,0.009099342860281467
"rmsprop,run_1/train",19,0.9971333146095276,0.01001924928277731
"rmsprop,run_1/validation",0,0.9876000285148621,0.03919631615281105
"rmsprop,run_1/validation",1,0.9919999837875366,0.025826307013630867
"rmsprop,run_1/validation",2,0.9904999732971191,0.02899811416864395
"rmsprop,run_1/validation",3,0.980400025844574,0.0704360231757164
"rmsprop,run_1/validation",4,0.9922999739646912,0.02182707004249096
"rmsprop,run_1/validation",5,0.992900013923645,0.022470062598586082
"rmsprop,run_1/validation",6,0.9919000267982483,0.027594497427344322
"rmsprop,run_1/validation",7,0.9925000071525574,0.023752326145768166
"rmsprop,run_1/validation",8,0.9923999905586243,0.025815188884735107
"rmsprop,run_1/validation",9,0.9940000176429749,0.022408321499824524
"rmsprop,run_1/validation",10,0.992900013923645,0.031861867755651474
"rmsprop,run_1/validation",11,0.9934999942779541,0.024696137756109238
"rmsprop,run_1/validation",12,0.991599977016449,0.03483496978878975
"rmsprop,run_1/validation",13,0.9944999814033508,0.023197311908006668
"rmsprop,run_1/validation",14,0.9926000237464905,0.026946494355797768
"rmsprop,run_1/validation",15,0.9936000108718872,0.027283813804388046
"rmsprop,run_1/validation",16,0.9933000206947327,0.030860641971230507
"rmsprop,run_1/validation",17,0.9934999942779541,0.029015207663178444
"rmsprop,run_1/validation",18,0.9939000010490417,0.031735118478536606
"rmsprop,run_1/validation",19,0.9921000003814697,0.037244200706481934
"rmsprop,run_2/train",0,0.9703500270843506,0.10107741504907608
"rmsprop,run_2/train",1,0.9878833293914795,0.04079029709100723
"rmsprop,run_2/train",2,0.9895166754722595,0.034618355333805084
"rmsprop,run_2/train",3,0.9915833473205566,0.02689521759748459
"rmsprop,run_2/train",4,0.9921833276748657,0.02605954185128212
"rmsprop,run_2/train",5,0.9936833381652832,0.022792063653469086
"rmsprop,run_2/train",6,0.9937833547592163,0.01982203498482704
"rmsprop,run_2/train",7,0.9944333434104919,0.0181445125490427
"rmsprop,run_2/train",8,0.9950000047683716,0.01683037355542183
"rmsprop,run_2/train",9,0.9955000281333923,0.01584486849606037
"rmsprop,run_2/train",10,0.9955000281333923,0.01434642355889082
"rmsprop,run_2/train",11,0.9959166646003723,0.014485245570540428
"rmsprop,run_2/train",12,0.9962666630744934,0.012552746571600437
"rmsprop,run_2/train",13,0.9965999722480774,0.01273415144532919
"rmsprop,run_2/train",14,0.9966333508491516,0.011973951943218708
"rmsprop,run_2/train",15,0.9965333342552185,0.010640488006174564
"rmsprop,run_2/train",16,0.9972166419029236,0.009256571531295776
"rmsprop,run_2/train",17,0.9971666932106018,0.008312090300023556
"rmsprop,run_2/train",18,0.9970666766166687,0.009102131240069866
"rmsprop,run_2/train",19,0.9973666667938232,0.0086904838681221
"rmsprop,run_2/validation",0,0.9800999760627747,0.06803429871797562
"rmsprop,run_2/validation",1,0.9907000064849854,0.02803957276046276
"rmsprop,run_2/validation",2,0.9915000200271606,0.02607761323451996
"rmsprop,run_2/validation",3,0.9919999837875366,0.027785735204815865
"rmsprop,run_2/validation",4,0.9904999732971191,0.03473575413227081
"rmsprop,run_2/validation",5,0.9915000200271606,0.025826938450336456
"rmsprop,run_2/validation",6,0.9908000230789185,0.034215766936540604
"rmsprop,run_2/validation",7,0.993399977684021,0.025994589552283287
"rmsprop,run_2/validation",8,0.9916999936103821,0.02825435809791088
"rmsprop,run_2/validation",9,0.9932000041007996,0.029130568727850914
"rmsprop,run_2/validation",10,0.9934999942779541,0.02377506159245968
"rmsprop,run_2/validation",11,0.991100013256073,0.03513573855161667
"rmsprop,run_2/validation",12,0.992900013923645,0.027980780228972435
"rmsprop,run_2/validation",13,0.9925000071525574,0.03693552687764168
"rmsprop,run_2/validation",14,0.9922999739646912,0.03708731010556221
"rmsprop,run_2/validation",15,0.9940999746322632,0.030801601707935333
"rmsprop,run_2/validation",16,0.9922000169754028,0.03886161372065544
"rmsprop,run_2/validation",17,0.9933000206947327,0.029511597007513046
"rmsprop,run_2/validation",18,0.9929999709129333,0.034506991505622864
"rmsprop,run_2/validation",19,0.9923999905586243,0.03480269014835358
"rmsprop,run_3/train",0,0.9692166447639465,0.10243912041187286
"rmsprop,run_3/train",1,0.9867833256721497,0.042531568557024
"rmsprop,run_3/train",2,0.9904666543006897,0.031933169811964035
"rmsprop,run_3/train",3,0.9917333126068115,0.027441779151558876
"rmsprop,run_3/train",4,0.9925666451454163,0.02530260570347309
"rmsprop,run_3/train",5,0.9933833479881287,0.02257397212088108
"rmsprop,run_3/train",6,0.9937333464622498,0.02106117643415928
"rmsprop,run_3/train",7,0.9941666722297668,0.01904407888650894
"rmsprop,run_3/train",8,0.9953833222389221,0.016807574778795242
"rmsprop,run_3/train",9,0.9954000115394592,0.015102341771125793
"rmsprop,run_3/train",10,0.9958833456039429,0.013863005675375462
"rmsprop,run_3/train",11,0.9960500001907349,0.013262796215713024
"rmsprop,run_3/train",12,0.9962999820709229,0.014064818620681763
"rmsprop,run_3/train",13,0.9961166381835938,0.012993727810680866
"rmsprop,run_3/train",14,0.9967333078384399,0.01219051145017147
"rmsprop,run_3/train",15,0.997083306312561,0.009250009432435036
"rmsprop,run_3/train",16,0.996999979019165,0.0100562060251832
"rmsprop,run_3/train",17,0.9973833560943604,0.009396567940711975
"rmsprop,run_3/train",18,0.9975666403770447,0.008909027092158794
"rmsprop,run_3/train",19,0.9976166486740112,0.00783288199454546
"rmsprop,run_3/validation",0,0.9828000068664551,0.05162912607192993
"rmsprop,run_3/validation",1,0.9879000186920166,0.0383896604180336
"rmsprop,run_3/validation",2,0.9907000064849854,0.03152323141694069
"rmsprop,run_3/validation",3,0.9908000230789185,0.035103294998407364
"rmsprop,run_3/validation",4,0.9866999983787537,0.04442227631807327
"rmsprop,run_3/validation",5,0.9916999936103821,0.03322762995958328
"rmsprop,run_3/validation",6,0.9912999868392944,0.030387280508875847
"rmsprop,run_3/validation",7,0.9919999837875366,0.030779916793107986
"rmsprop,run_3/validation",8,0.9932000041007996,0.031385887414216995
"rmsprop,run_3/validation",9,0.9916999936103821,0.03322971984744072
"rmsprop,run_3/validation",10,0.9922000169754028,0.02979247085750103
"rmsprop,run_3/validation",11,0.9927999973297119,0.03318603336811066
"rmsprop,run_3/validation",12,0.9919000267982483,0.042336151003837585
"rmsprop,run_3/validation",13,0.9925000071525574,0.034816838800907135
"rmsprop,run_3/validation",14,0.9926999807357788,0.03346465155482292
"rmsprop,run_3/validation",15,0.9925000071525574,0.03444419801235199
"rmsprop,run_3/validation",16,0.9934999942779541,0.02989358827471733
"rmsprop,run_3/validation",17,0.9940000176429749,0.033301614224910736
"rmsprop,run_3/validation",18,0.9926000237464905,0.03829791024327278
"rmsprop,run_3/validation",19,0.9932000041007996,0.04396098479628563
"rmsprop,run_4/train",0,0.9692833423614502,0.10211782902479172
"rmsprop,run_4/train",1,0.9874500036239624,0.040880702435970306
"rmsprop,run_4/train",2,0.9899500012397766,0.033723216503858566
"rmsprop,run_4/train",3,0.991433322429657,0.028370020911097527
"rmsprop,run_4/train",4,0.9929500222206116,0.024181202054023743
"rmsprop,run_4/train",5,0.9932666420936584,0.021912384778261185
"rmsprop,run_4/train",6,0.9939666390419006,0.02009340561926365
"rmsprop,run_4/train",7,0.994183361530304,0.019356397911906242
"rmsprop,run_4/train",8,0.994700014591217,0.01739577203989029
"rmsprop,run_4/train",9,0.9951500296592712,0.015860117971897125
"rmsprop,run_4/train",10,0.9960166811943054,0.013338670134544373
"rmsprop,run_4/train",11,0.9958166480064392,0.014626661315560341
"rmsprop,run_4/train",12,0.9965333342552185,0.01201523095369339
"rmsprop,run_4/train",13,0.9964333176612854,0.011862590909004211
"rmsprop,run_4/train",14,0.9965000152587891,0.011775006540119648
"rmsprop,run_4/train",15,0.9968500137329102,0.010842304676771164
"rmsprop,run_4/train",16,0.9971833229064941,0.009692449122667313
"rmsprop,run_4/train",17,0.9969833493232727,0.00908303540199995
"rmsprop,run_4/train",18,0.9971833229064941,0.00910203717648983
"rmsprop,run_4/train",19,0.9976333379745483,0.008355311118066311
"rmsprop,run_4/validation",0,0.9871000051498413,0.04026864841580391
"rmsprop,run_4/validation",1,0.9801999926567078,0.059579215943813324
"rmsprop,run_4/validation",2,0.9886000156402588,0.03855452314019203
"rmsprop,run_4/validation",3,0.9912999868392944,0.03423655778169632
"rmsprop,run_4/validation",4,0.9907000064849854,0.03749800845980644
"rmsprop,run_4/validation",5,0.9933000206947327,0.022494684904813766
"rmsprop,run_4/validation",6,0.9912999868392944,0.03383348509669304
"rmsprop,run_4/validation",7,0.9940999746322632,0.022488920018076897
"rmsprop,run_4/validation",8,0.9902999997138977,0.03641105815768242
"rmsprop,run_4/validation",9,0.9933000206947327,0.025381477549672127
"rmsprop,run_4/validation",10,0.9923999905586243,0.030505789443850517
"rmsprop,run_4/validation",11,0.993399977684021,0.025745809078216553
"rmsprop,run_4/validation",12,0.9929999709129333,0.026715444400906563
"rmsprop,run_4/validation",13,0.9926999807357788,0.036956943571567535
"rmsprop,run_4/validation",14,0.9940000176429749,0.029813002794981003
"rmsprop,run_4/validation",15,0.9926999807357788,0.03269294276833534
"rmsprop,run_4/validation",16,0.9934999942779541,0.03321954607963562
"rmsprop,run_4/validation",17,0.9939000010490417,0.03173607960343361
"rmsprop,run_4/validation",18,0.9930999875068665,0.030154339969158173
"rmsprop,run_4/validation",19,0.9940000176429749,0.039097294211387634
"rmsprop,run_5/train",0,0.9689833521842957,0.10446080565452576
"rmsprop,run_5/train",1,0.9865666627883911,0.043152403086423874
"rmsprop,run_5/train",2,0.990066647529602,0.033632319420576096
"rmsprop,run_5/train",3,0.9911666512489319,0.02961043268442154
"rmsprop,run_5/train",4,0.9922833442687988,0.027113212272524834
"rmsprop,run_5/train",5,0.9928666949272156,0.023457959294319153
"rmsprop,run_5/train",6,0.9937833547592163,0.021014152094721794
"rmsprop,run_5/train",7,0.9942499995231628,0.019052503630518913
"rmsprop,run_5/train",8,0.994700014591217,0.01861555501818657
"rmsprop,run_5/train",9,0.9950166940689087,0.01657812111079693
"rmsprop,run_5/train",10,0.9955666661262512,0.015250584110617638
"rmsprop,run_5/train",11,0.9956333041191101,0.014225543476641178
"rmsprop,run_5/train",12,0.9958333373069763,0.014026672579348087
"rmsprop,run_5/train",13,0.996066689491272,0.013066978193819523
"rmsprop,run_5/train",14,0.9964166879653931,0.012669638730585575
"rmsprop,run_5/train",15,0.9965833425521851,0.011663995683193207
"rmsprop,run_5/train",16,0.996649980545044,0.010983100160956383
"rmsprop,run_5/train",17,0.9968500137329102,0.010227996855974197
"rmsprop,run_5/train",18,0.996749997138977,0.010442354716360569
"rmsprop,run_5/train",19,0.9972166419029236,0.008862245827913284
"rmsprop,run_5/validation",0,0.9800000190734863,0.06013492867350578
"rmsprop,run_5/validation",1,0.9857000112533569,0.04510129988193512
"rmsprop,run_5/validation",2,0.9886000156402588,0.03951837867498398
"rmsprop,run_5/validation",3,0.991599977016449,0.031075699254870415
"rmsprop,run_5/validation",4,0.9933000206947327,0.025770731270313263
"rmsprop,run_5/validation",5,0.9936000108718872,0.025361860170960426
"rmsprop,run_5/validation",6,0.9890000224113464,0.04120343178510666
"rmsprop,run_5/validation",7,0.9926999807357788,0.02937934920191765
"rmsprop,run_5/validation",8,0.9929999709129333,0.028152408078312874
"rmsprop,run_5/validation",9,0.9926999807357788,0.02615205943584442
"rmsprop,run_5/validation",10,0.9864000082015991,0.07154152542352676
"rmsprop,run_5/validation",11,0.9922000169754028,0.03446906805038452
"rmsprop,run_5/validation",12,0.9909999966621399,0.04582411050796509
"rmsprop,run_5/validation",13,0.9909999966621399,0.04558242857456207
"rmsprop,run_5/validation",14,0.9918000102043152,0.04830646887421608
"rmsprop,run_5/validation",15,0.9919999837875366,0.037980031222105026
"rmsprop,run_5/validation",16,0.9922000169754028,0.04119705408811569
"rmsprop,run_5/validation",17,0.9921000003814697,0.029627051204442978
"rmsprop,run_5/validation",18,0.9934999942779541,0.035894885659217834
"rmsprop,run_5/validation",19,0.992900013923645,0.03328200802206993
"sgd,run_1/train",0,0.9386000037193298,0.22694723308086395
"sgd,run_1/train",1,0.9765833616256714,0.08450299501419067
"sgd,run_1/train",2,0.9820500016212463,0.06419318914413452
"sgd,run_1/train",3,0.9852666854858398,0.05285761132836342
"sgd,run_1/train",4,0.9884166717529297,0.04339170455932617
"sgd,run_1/train",5,0.9889666438102722,0.03889739513397217
"sgd,run_1/train",6,0.9901833534240723,0.035765260457992554
"sgd,run_1/train",7,0.9910666942596436,0.03247746452689171
"sgd,run_1/train",8,0.9913666844367981,0.03014710731804371
"sgd,run_1/train",9,0.9924666881561279,0.027055662125349045
"sgd,run_1/train",10,0.992900013923645,0.025337813422083855
"sgd,run_1/train",11,0.9936666488647461,0.023421332240104675
"sgd,run_1/train",12,0.9941166639328003,0.021955952048301697
"sgd,run_1/train",13,0.9944000244140625,0.020549144595861435
"sgd,run_1/train",14,0.9948166608810425,0.01965823397040367
"sgd,run_1/train",15,0.9954666495323181,0.01794598065316677
"sgd,run_1/train",16,0.9951000213623047,0.01770365983247757
"sgd,run_1/train",17,0.9961833357810974,0.01587100140750408
"sgd,run_1/train",18,0.9959499835968018,0.015604684129357338
"sgd,run_1/train",19,0.9962999820709229,0.014985484071075916
"sgd,run_1/validation",0,0.9804999828338623,0.07179483026266098
"sgd,run_1/validation",1,0.986299991607666,0.05219725891947746
"sgd,run_1/validation",2,0.9879000186920166,0.04161256551742554
"sgd,run_1/validation",3,0.9890999794006348,0.03421928361058235
"sgd,run_1/validation",4,0.9884999990463257,0.039112769067287445
"sgd,run_1/validation",5,0.9909999966621399,0.028820505365729332
"sgd,run_1/validation",6,0.989300012588501,0.033660415560007095
"sgd,run_1/validation",7,0.9914000034332275,0.028015948832035065
"sgd,run_1/validation",8,0.9915000200271606,0.025634383782744408
"sgd,run_1/validation",9,0.9904999732971191,0.029233261942863464
"sgd,run_1/validation",10,0.9922999739646912,0.023143118247389793
"sgd,run_1/validation",11,0.9932000041007996,0.02252655290067196
"sgd,run_1/validation",12,0.9926999807357788,0.022232912480831146
"sgd,run_1/validation",13,0.993399977684021,0.02103031985461712
"sgd,run_1/validation",14,0.993399977684021,0.020993245765566826
"sgd,run_1/validation",15,0.9926000237464905,0.02175353839993477
"sgd,run_1/validation",16,0.9932000041007996,0.022265084087848663
